event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,notes,fatalities,timestamp
DEM818,2024-11-24,2024,Battles,Non-state actor overtakes territory,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Goma,-1.1259,29.4082,1,Local sources,"Battles between Armed Forces of the DRC (FARDC) and M23 in Goma, Democratic Republic of Congo.",3,20241124
SOM940,2024-11-24,2024,Violence against civilians,Attack,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Somalia,Lower Juba,,,Kismayo,-0.717,42.591,1,Radio Ergo,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Kismayo, Somalia.",9,20241124
DEM127,2024-11-25,2024,Battles,Non-state actor overtakes territory,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,South Kivu,,,Bukavu,-2.5535,28.7827,1,Local sources,"Battles between Armed Forces of the DRC (FARDC) and M23 in Bukavu, Democratic Republic of Congo.",15,20241125
DEM559,2024-11-25,2024,Battles,Armed clash,M23,,2,FDLR,,2,22,Democratic Republic of Congo,Maniema,,,Kindu,-2.8277,26.3627,1,AFP,"Battles between M23 and FDLR in Kindu, Democratic Republic of Congo.",6,20241125
SUD811,2024-11-25,2024,Protests,Protest with intervention,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,North Darfur,,,El Fasher,13.3658,24.7855,1,Reuters,"Protests between Rioters (Sudan) and Sudan Armed Forces in El Fasher, Sudan.",0,20241125
SOU935,2024-11-25,2024,Battles,Government regains territory,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Jonglei,,,Bor,6.0529,31.5807,1,Reuters,"Battles between South Sudan People's Defence Forces and National Salvation Front in Bor, South Sudan.",11,20241125
ETH167,2024-11-26,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Amhara,,,Gondar,12.4874,37.5114,1,BBC,"Explosions/Remote violence between Ethiopian National Defense Force and Tigray People's Liberation Front in Gondar, Ethiopia.",7,20241126
ETH908,2024-11-26,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Oromia,,,Jimma,7.705,36.8603,1,Local sources,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Jimma, Ethiopia.",1,20241126
ETH446,2024-11-27,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Oromia,,,Addis Ababa,8.5811,39.0123,1,Local sources,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Addis Ababa, Ethiopia.",3,20241127
SUD909,2024-11-27,2024,Battles,Government regains territory,Sudan Armed Forces,,1,Sudan People's Liberation Movement-North,,2,12,Sudan,South Darfur,,,Nyala,12.3191,25.2352,1,Radio Ergo,"Battles between Sudan Armed Forces and Sudan People's Liberation Movement-North in Nyala, Sudan.",2,20241127
SUD192,2024-11-28,2024,Explosions/Remote violence,Air/drone strike,Sudan Armed Forces,,1,Sudanese Armed Civilians,,7,17,Sudan,North Darfur,,,El Fasher,13.7456,25.6504,1,Local sources,"Explosions/Remote violence between Sudan Armed Forces and Sudanese Armed Civilians in El Fasher, Sudan.",0,20241128
SUD598,2024-11-30,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,South Darfur,,,Nyala,12.4202,25.3624,1,Reuters,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in Nyala, Sudan.",5,20241130
SUD714,2024-11-30,2024,Riots,Mob violence,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,South Darfur,,,Nyala,12.5615,24.3983,1,AFP,"Riots between Rioters (Sudan) and Rapid Support Forces in Nyala, Sudan.",3,20241130
SOM381,2024-12-01,2024,Violence against civilians,Attack,M23,,2,Civilians (Somalia),,7,27,Somalia,Hiraan,,,Beledweyne,4.3908,45.2408,1,Local sources,"Violence against civilians between M23 and Civilians (Somalia) in Beledweyne, Somalia.",14,20241201
SUD1120,2024-12-01,2024,Explosions/Remote violence,IED/landmine/UVIED,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,Gedaref,,,Gedaref,14.5189,35.5465,1,Radio Ergo,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in Gedaref, Sudan.",0,20241201
SOM159,2024-12-02,2024,Explosions/Remote violence,IED/landmine/UVIED,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Hiraan,,,Beledweyne,4.3652,44.8004,1,Reuters,"Explosions/Remote violence between Al-Shabaab and ATMIS Forces in Beledweyne, Somalia.",8,20241202
SUD669,2024-12-02,2024,Violence against civilians,Looting/property destruction,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,West Darfur,,,El Geneina,13.3616,22.1734,1,UN OCHA,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in El Geneina, Sudan.",4,20241202
SOU716,2024-12-02,2024,Battles,Armed clash,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Jonglei,,,Bor,6.3942,31.326,1,Local sources,"Battles between South Sudan People's Defence Forces and National Salvation Front in Bor, South Sudan.",2,20241202
ETH416,2024-12-03,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Oromia,,,Addis Ababa,8.8951,39.4124,1,Local sources,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Addis Ababa, Ethiopia.",2,20241203
SOM439,2024-12-03,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Middle Juba,,,Bu'aale,0.8974,42.4631,1,Local sources,"Battles between Al-Shabaab and ATMIS Forces in Bu'aale, Somalia.",11,20241203
SUD1066,2024-12-03,2024,Battles,Non-state actor overtakes territory,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,North Darfur,,,El Fasher,13.5271,25.213,1,Reuters,"Battles between Sudan Armed Forces and Rapid Support Forces in El Fasher, Sudan.",10,20241203
SUD368,2024-12-04,2024,Riots,Mob violence,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,South Darfur,,,Nyala,12.3971,24.8746,1,BBC,"Riots between Rioters (Sudan) and Rapid Support Forces in Nyala, Sudan.",2,20241204
SUD707,2024-12-04,2024,Protests,Protest with intervention,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,West Darfur,,,El Geneina,13.4654,22.6136,1,Reuters,"Protests between Rioters (Sudan) and Sudan Armed Forces in El Geneina, Sudan.",1,20241204
ETH241,2024-12-06,2024,Protests,Protest with intervention,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Amhara,,,Gondar,12.9035,37.5765,1,Reuters,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Gondar, Ethiopia.",0,20241206
SUD884,2024-12-06,2024,Riots,Violent demonstration,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,Gedaref,,,Gedaref,13.6352,34.8251,1,Radio Ergo,"Riots between Rioters (Sudan) and Rapid Support Forces in Gedaref, Sudan.",5,20241206
SUD910,2024-12-06,2024,Battles,Non-state actor overtakes territory,Rapid Support Forces,,3,Sudan People's Liberation Movement-North,,2,32,Sudan,Blue Nile,,,Ed Damazin,11.4083,34.1631,1,BBC,"Battles between Rapid Support Forces and Sudan People's Liberation Movement-North in Ed Damazin, Sudan.",1,20241206
SOM864,2024-12-07,2024,Explosions/Remote violence,Air/drone strike,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Lower Juba,,,Kismayo,-0.0805,42.6329,1,BBC,"Explosions/Remote violence between Al-Shabaab and Civilians (Somalia) in Kismayo, Somalia.",2,20241207
ETH469,2024-12-08,2024,Battles,Government regains territory,Ethiopian National Defense Force,,1,Oromo Liberation Army,,2,12,Ethiopia,Tigray,,,Axum,13.7022,38.7804,1,Local sources,"Battles between Ethiopian National Defense Force and Oromo Liberation Army in Axum, Ethiopia.",0,20241208
SOM492,2024-12-08,2024,Violence against civilians,Attack,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Bay,,,Baidoa,3.0183,43.7419,1,BBC,"Violence against civilians between Al-Shabaab and Civilians (Somalia) in Baidoa, Somalia.",6,20241208
ETH624,2024-12-09,2024,Violence against civilians,Attack,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Ethiopia,Afar,,,Semera,11.9444,41.2037,1,Local sources,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Semera, Ethiopia.",5,20241209
DEM804,2024-12-09,2024,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,FDLR,,2,12,Democratic Republic of Congo,North Kivu,,,Goma,-1.7005,29.2025,1,Reuters,"Battles between Armed Forces of the DRC (FARDC) and FDLR in Goma, Democratic Republic of Congo.",3,20241209
SOM905,2024-12-09,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,Somalia National Army,,1,21,Somalia,Lower Shabelle,,,Afgooye,2.1817,44.7156,1,Radio Ergo,"Battles between Al-Shabaab and Somalia National Army in Afgooye, Somalia.",10,20241209
SOM92,2024-12-10,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Bay,,,Baidoa,3.4643,43.1725,1,Local sources,"Explosions/Remote violence between Al-Shabaab and ATMIS Forces in Baidoa, Somalia.",4,20241210
DEM729,2024-12-10,2024,Battles,Non-state actor overtakes territory,MONUSCO Forces,,1,M23,,2,12,Democratic Republic of Congo,South Kivu,,,Bukavu,-2.7421,29.0724,1,UN OCHA,"Battles between MONUSCO Forces and M23 in Bukavu, Democratic Republic of Congo.",10,20241210
SOM576,2024-12-11,2024,Explosions/Remote violence,IED/landmine/UVIED,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Hiraan,,,Beledweyne,4.4855,45.0915,1,Radio Ergo,"Explosions/Remote violence between Al-Shabaab and ATMIS Forces in Beledweyne, Somalia.",4,20241211
ETH666,2024-12-11,2024,Violence against civilians,Looting/property destruction,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Ethiopia,Afar,,,Semera,11.79,40.9609,1,AFP,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Semera, Ethiopia.",1,20241211
DEM52,2024-12-13,2024,Battles,Non-state actor overtakes territory,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,Maniema,,,Kindu,-2.9698,25.9443,1,AFP,"Battles between Armed Forces of the DRC (FARDC) and M23 in Kindu, Democratic Republic of Congo.",1,20241213
SOM915,2024-12-13,2024,Battles,Armed clash,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Lower Juba,,,Kismayo,-0.2235,43.0697,1,BBC,"Battles between Al-Shabaab and ATMIS Forces in Kismayo, Somalia.",5,20241213
SUD337,2024-12-14,2024,Protests,Peaceful protest,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,North Darfur,,,El Fasher,13.3598,24.8744,1,Local sources,"Protests between Rioters (Sudan) and Sudan Armed Forces in El Fasher, Sudan.",0,20241214
DEM637,2024-12-14,2024,Battles,Armed clash,M23,,2,FDLR,,2,22,Democratic Republic of Congo,Ituri,,,Bunia,1.9929,30.4972,1,Radio Ergo,"Battles between M23 and FDLR in Bunia, Democratic Republic of Congo.",1,20241214
SOM1023,2024-12-14,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,Kenya Defence Forces,,1,21,Somalia,Lower Juba,,,Kismayo,-0.5584,42.7381,1,BBC,"Battles between Al-Shabaab and Kenya Defence Forces in Kismayo, Somalia.",15,20241214
ETH1152,2024-12-14,2024,Protests,Protest with intervention,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,SNNPR,,,Hawassa,7.5294,38.9054,1,AFP,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Hawassa, Ethiopia.",1,20241214
ETH442,2024-12-15,2024,Explosions/Remote violence,IED/landmine/UVIED,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Tigray,,,Mekelle,13.569,39.1904,1,UN OCHA,"Explosions/Remote violence between Ethiopian National Defense Force and Tigray People's Liberation Front in Mekelle, Ethiopia.",4,20241215
SOM514,2024-12-15,2024,Explosions/Remote violence,IED/landmine/UVIED,Al-Shabaab,,2,Somalia National Army,,1,21,Somalia,Bay,,,Baidoa,3.6013,43.5572,1,UN OCHA,"Explosions/Remote violence between Al-Shabaab and Somalia National Army in Baidoa, Somalia.",0,20241215
SOM448,2024-12-17,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,Jubbaland Security Forces,,1,21,Somalia,Hiraan,,,Beledweyne,4.5148,45.3635,1,UN OCHA,"Battles between Al-Shabaab and Jubbaland Security Forces in Beledweyne, Somalia.",0,20241217
ETH37,2024-12-19,2024,Protests,Protest with intervention,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Amhara,,,Gondar,13.012,37.043,1,BBC,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Gondar, Ethiopia.",0,20241219
ETH209,2024-12-19,2024,Explosions/Remote violence,Suicide bomb,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,SNNPR,,,Hawassa,7.0937,38.0182,1,UN OCHA,"Explosions/Remote violence between Ethiopian National Defense Force and Tigray People's Liberation Front in Hawassa, Ethiopia.",9,20241219
SUD292,2024-12-19,2024,Explosions/Remote violence,Suicide bomb,Sudan Armed Forces,,1,Sudanese Armed Civilians,,7,17,Sudan,South Darfur,,,Nyala,12.0046,25.1376,1,UN OCHA,"Explosions/Remote violence between Sudan Armed Forces and Sudanese Armed Civilians in Nyala, Sudan.",0,20241219
SUD618,2024-12-19,2024,Explosions/Remote violence,Suicide bomb,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,North Darfur,,,El Fasher,13.1907,24.8675,1,Reuters,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in El Fasher, Sudan.",1,20241219
ETH1095,2024-12-19,2024,Battles,Non-state actor overtakes territory,Ethiopian National Defense Force,,1,Oromo Liberation Army,,2,12,Ethiopia,Tigray,,,Mekelle,13.4756,39.1251,1,BBC,"Battles between Ethiopian National Defense Force and Oromo Liberation Army in Mekelle, Ethiopia.",4,20241219
ETH67,2024-12-20,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Oromia,,,Jimma,7.7315,37.311,1,AFP,"Explosions/Remote violence between Ethiopian National Defense Force and Tigray People's Liberation Front in Jimma, Ethiopia.",2,20241220
SUD1182,2024-12-20,2024,Riots,Mob violence,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,West Darfur,,,El Geneina,13.8027,22.481,1,Local sources,"Riots between Rioters (Sudan) and Rapid Support Forces in El Geneina, Sudan.",2,20241220
ETH169,2024-12-21,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Oromia,,,Addis Ababa,9.276,38.7344,1,Local sources,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Addis Ababa, Ethiopia.",3,20241221
SUD582,2024-12-21,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,Khartoum,,,Khartoum,15.7405,32.6874,1,Reuters,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in Khartoum, Sudan.",8,20241221
SOM196,2024-12-22,2024,Violence against civilians,Abduction/forced disappearance,FDLR,,2,Civilians (Somalia),,7,27,Somalia,Galgaduud,,,Dhusamareb,4.8896,46.1202,1,Radio Ergo,"Violence against civilians between FDLR and Civilians (Somalia) in Dhusamareb, Somalia.",3,20241222
SUD561,2024-12-23,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,West Darfur,,,El Geneina,13.1515,22.6242,1,BBC,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in El Geneina, Sudan.",4,20241223
SOM792,2024-12-23,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,Kenya Defence Forces,,1,21,Somalia,Hiraan,,,Beledweyne,4.4979,45.0148,1,Reuters,"Battles between Al-Shabaab and Kenya Defence Forces in Beledweyne, Somalia.",9,20241223
SOM75,2024-12-24,2024,Explosions/Remote violence,IED/landmine/UVIED,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Banadir,,,Mogadishu,2.2432,45.4126,1,AFP,"Explosions/Remote violence between Al-Shabaab and Civilians (Somalia) in Mogadishu, Somalia.",3,20241224
SUD1103,2024-12-24,2024,Strategic developments,Non-violent transfer of territory,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,West Darfur,,,El Geneina,13.2678,22.4278,1,BBC,"Strategic developments between Sudan Armed Forces and Rapid Support Forces in El Geneina, Sudan.",0,20241224
SUD968,2024-12-25,2024,Protests,Protest with intervention,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Blue Nile,,,Ed Damazin,11.938,34.1518,1,AFP,"Protests between Rioters (Sudan) and Sudan Armed Forces in Ed Damazin, Sudan.",2,20241225
SUD645,2024-12-27,2024,Explosions/Remote violence,Shelling/artillery/missile attack,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,South Darfur,,,Nyala,11.7745,24.9684,1,Radio Ergo,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in Nyala, Sudan.",6,20241227
KEN853,2024-12-27,2024,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,Kenya Defence Forces,,1,21,Kenya,Wajir,,,Wajir,1.5167,39.9395,1,BBC,"Battles between Al-Shabaab and Kenya Defence Forces in Wajir, Kenya.",11,20241227
DEM856,2024-12-29,2024,Violence against civilians,Looting/property destruction,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Democratic Republic of Congo,North Kivu,,,Rutshuru,-0.9239,28.9259,1,Local sources,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Rutshuru, Democratic Republic of Congo.",4,20241229
DEM526,2024-12-30,2024,Battles,Armed clash,M23,,2,FDLR,,2,22,Democratic Republic of Congo,Maniema,,,Kindu,-2.94,26.2903,1,AFP,"Battles between M23 and FDLR in Kindu, Democratic Republic of Congo.",1,20241230
SUD686,2024-12-31,2024,Protests,Protest with intervention,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,West Darfur,,,El Geneina,13.178,22.7925,1,Local sources,"Protests between Rioters (Sudan) and Sudan Armed Forces in El Geneina, Sudan.",2,20241231
ETH726,2024-12-31,2024,Protests,Peaceful protest,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Amhara,,,Bahir Dar,12.1114,37.2052,1,AFP,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Bahir Dar, Ethiopia.",1,20241231
SOM795,2024-12-31,2024,Violence against civilians,Abduction/forced disappearance,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Somalia,Lower Shabelle,,,Afgooye,1.937,45.288,1,Local sources,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Afgooye, Somalia.",2,20241231
SOM922,2024-12-31,2024,Violence against civilians,Looting/property destruction,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Lower Shabelle,,,Afgooye,2.3585,45.6239,1,Reuters,"Violence against civilians between Al-Shabaab and Civilians (Somalia) in Afgooye, Somalia.",15,20241231
SOU1125,2024-12-31,2024,Battles,Non-state actor overtakes territory,South Sudan People's Defence Forces,,1,SPLM-IO,,2,12,South Sudan,Upper Nile,,,Malakal,9.4182,32.0812,1,UN OCHA,"Battles between South Sudan People's Defence Forces and SPLM-IO in Malakal, South Sudan.",10,20241231
